classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (µm2),Cellular surface area (µm2),Radial proximity (unitless),Apical proximity (unitless)
Sec61-beta,AICS-10_167_3,714.8008996,1626.294491,479.2469328,1096.814442,0.1918803,-0.3191434
Sec61-beta,AICS-10_167_4,841.8365562,2030.325699,480.59325,1255.493015,0.4685168,-0.3804865
Sec61-beta,AICS-10_168_1,610.553433,1751.731573,375.1399241,921.9174978,0.2336445,-0.236237
Sec61-beta,AICS-10_168_3,484.1640086,1385.249859,330.1445861,963.8841732,0.5457774,-0.6149141
Sec61-beta,AICS-10_168_4,647.4907083,1810.096549,412.8958022,1168.990691,0.2488066,-0.6408614
Sec61-beta,AICS-10_168_6,682.9994701,1695.033195,415.6424993,1145.517008,0.3411663,-0.4195074
Sec61-beta,AICS-10_168_7,851.972199,2288.138357,476.1173883,1318.511157,0.399601,-0.6711768
Sec61-beta,AICS-10_168_8,236.7590913,1547.52218,198.9970196,793.8236831,0.7828275,-0.6165946
Sec61-beta,AICS-10_169_2,389.3719404,1681.904477,272.4624786,866.5737307,0.6407652,-0.7354124
Sec61-beta,AICS-10_169_3,1039.447578,2372.59071,539.7286452,1325.80279,0.1199842,-0.3872716
Sec61-beta,AICS-10_169_7,669.6666783,1664.388181,400.5378176,1018.771505,0.6029344,-0.5296022
Sec61-beta,AICS-10_169_8,662.1839891,1698.196332,422.8131999,1131.435527,0.2632139,-0.6398624
Sec61-beta,AICS-10_170_2,894.8956257,2085.765625,488.6158308,1186.639256,0.4379111,-0.3774968
Sec61-beta,AICS-10_170_3,802.0082419,1972.67498,497.6268657,1244.231189,0.5055172,-0.6660578
Sec61-beta,AICS-10_170_4,713.5084351,1572.45314,426.2984031,1022.199706,0.1784795,-0.4789808
Sec61-beta,AICS-10_170_5,788.0632301,1901.147273,447.5879558,991.4455171,0.3952786,-0.460772
Sec61-beta,AICS-10_170_6,1101.72396,2540.577084,560.077613,1291.910239,0.1762635,-0.4656203
Sec61-beta,AICS-10_171_1,640.1780801,1336.952501,452.9886561,975.8212042,0.5969321,-0.09461381
Sec61-beta,AICS-10_172_2,818.8442928,2009.204108,454.6088556,1124.127098,0.2638642,-0.4148292
Sec61-beta,AICS-10_172_3,815.5110948,2254.602305,459.418646,1311.972202,0.3690814,-0.3497903
Sec61-beta,AICS-10_172_4,581.9151404,1458.852312,364.3554247,865.9501733,0.6200412,-0.2770944
Sec61-beta,AICS-10_172_5,738.6094564,1847.646044,448.1481077,1075.849685,0.2675666,-0.2575348
Sec61-beta,AICS-10_172_6,867.0396142,1482.762905,494.89623,972.2154885,0.795139,-0.170168
Sec61-beta,AICS-10_172_7,593.7173821,1257.465934,374.6426528,801.7692116,0.3119288,-0.6097435
Sec61-beta,AICS-10_172_8,590.3841842,1721.460693,362.4917858,1132.894693,0.6149648,-0.3813334
Sec61-beta,AICS-10_173_1,841.190324,2219.433665,503.1959475,1402.91606,0.3720366,-0.2257786
Sec61-beta,AICS-10_173_3,585.2143261,1302.260033,374.5661253,849.701988,0.3483747,-0.5569376
Sec61-beta,AICS-10_173_4,689.7338905,1835.979852,424.9373892,1247.449753,0.2495583,-0.1784161
Sec61-beta,AICS-10_173_6,573.5821455,1621.804877,356.7096027,981.6594444,0.344305,-0.562986
Sec61-beta,AICS-10_173_8,143.2934997,1292.226426,157.9222202,733.8284294,0.8008298,-0.4040239
Sec61-beta,AICS-10_173_9,831.5988768,2056.957271,482.3987322,1190.29872,0.2412511,-0.4445638
Sec61-beta,AICS-10_173_11,141.6949252,1234.439658,163.053867,666.702786,0.8563936,-0.1932147
Sec61-beta,AICS-10_174_1,777.4854284,2073.963383,438.9793989,1138.469969,0.5311771,-0.4122124
Sec61-beta,AICS-10_174_2,441.5126797,1335.115841,319.8343683,831.637193,0.6928186,-0.2978826
Sec61-beta,AICS-10_174_3,596.7784823,1705.168838,392.5430554,1035.126766,0.5721812,-0.6777239
Sec61-beta,AICS-10_174_8,613.7845943,1403.684484,382.3081053,930.0869401,0.2196517,-0.6039183
Sec61-beta,AICS-10_175_1,518.9245016,1827.408771,325.8081325,979.0962454,0.6372782,-0.5726188
Sec61-beta,AICS-10_175_3,704.2911224,1829.007346,413.5960971,1135.693354,0.5504023,-0.3615598
Sec61-beta,AICS-10_175_5,674.5984508,1711.699185,401.4863807,1052.021183,0.3404348,-0.3111936
Sec61-beta,AICS-10_175_6,1095.261637,2603.295625,614.8075854,1563.105237,0.4145596,-0.4652677
Sec61-beta,AICS-10_175_7,246.4525751,1313.926225,208.4938834,716.4593104,0.7344772,-0.5061607
Sec61-beta,AICS-10_175_8,596.4043478,1767.955404,385.5386367,952.7414957,0.5653999,-0.4484474
Sec61-beta,AICS-10_175_10,547.1206353,1568.847844,351.4533494,990.7966604,0.4140809,-0.2217126
Sec61-beta,AICS-10_176_2,783.5396043,2060.494542,461.5596315,1080.415092,0.5137444,-0.2674258
Sec61-beta,AICS-10_176_3,342.1629734,1364.536415,247.0972327,860.7973213,0.6737615,-0.6595715
Sec61-beta,AICS-10_176_4,469.5387523,1367.699551,309.005569,908.8683512,0.3082483,-0.2738841
Sec61-beta,AICS-10_176_5,765.2410278,1848.258264,436.3070249,1035.733002,0.0702571,-0.5541662
Sec61-beta,AICS-10_176_7,840.9182262,2186.373783,512.4038124,1429.541123,0.1348497,-0.2381894
Sec61-beta,AICS-10_176_8,322.3678591,2842.197486,351.8145719,1204.035879,0.97286,0.4438895
Sec61-beta,AICS-10_177_1,595.9281767,1429.329701,385.3398122,1026.11741,0.2639051,-0.3872557
Sec61-beta,AICS-10_177_3,953.4306632,2318.171151,519.9189392,1283.215077,0.3357185,-0.3607742
Sec61-beta,AICS-10_177_4,504.9114653,1143.184861,354.3809201,879.025459,0.3798448,-0.2806341
Sec61-beta,AICS-10_178_4,535.998638,1392.324402,341.5761576,880.228064,0.3231828,-0.1628909
Sec61-beta,AICS-10_178_10,485.6265343,1303.14435,319.3484344,799.1327393,0.6262476,-0.5283237
Sec61-beta,AICS-10_178_11,743.0650577,1657.823822,441.6833707,961.9219619,0.3251178,-0.6392198
Sec61-beta,AICS-10_179_1,926.4929818,2336.435715,516.8723257,1401.886246,0.1739176,-0.3408051
Sec61-beta,AICS-10_179_4,798.0628239,1971.552576,452.4673452,1094.826197,0.3374808,-0.223376
Sec61-beta,AICS-10_179_5,1062.507866,2272.356685,549.6569604,1086.80708,0.3537757,-0.4515265
Sec61-beta,AICS-10_179_9,885.6102885,1647.518118,485.8029989,939.3795206,0.07580296,-0.1974935
Sec61-beta,AICS-10_180_1,379.9845665,3704.373353,311.3031787,1412.338706,0.998973,-1
Sec61-beta,AICS-10_180_2,682.9994701,1676.90468,424.3366116,1005.311167,0.2302629,-0.208773
Sec61-beta,AICS-10_180_3,623.5801148,1812.919564,373.1048594,1038.810688,0.7110654,-0.08869208
Sec61-beta,AICS-10_180_4,505.3536242,1602.655995,318.9336742,996.8280565,0.699057,-0.4638753
Sec61-beta,AICS-10_181_3,365.2232613,1608.812207,264.4733851,908.3139729,0.7850738,-0.4653906
Sec61-beta,AICS-10_181_5,365.9715302,1403.31035,264.1407162,728.4996377,0.7770062,-0.4894539
Sec61-beta,AICS-10_181_6,892.2766844,2569.657535,505.717681,1468.537608,0.3404391,-0.4772971
Sec61-beta,AICS-10_181_7,665.0070036,1674.829934,398.5402293,980.2451028,0.5038998,-0.5055109
Sec61-beta,AICS-10_182_4,913.9084589,2169.265634,551.2598389,1449.122296,0.5305548,-0.4624417
Sec61-beta,AICS-10_182_7,336.5169443,1575.20813,255.7533437,860.0266925,0.7131386,-0.261678
Sec61-beta,AICS-10_183_2,129.4505245,1581.840514,154.1437141,869.1819644,0.9876873,-0.5628372
Sec61-beta,AICS-10_184_1,572.7998644,1289.267363,359.5493085,805.4345536,0.4061559,-0.2395362
Sec61-beta,AICS-10_184_2,901.8681316,2133.552799,524.0004061,1318.996146,0.426374,-0.4005743
Sec61-beta,AICS-10_184_3,790.8862447,1840.23138,459.7855371,1046.072088,0.1925337,-0.1811699
Sec61-beta,AICS-10_184_5,690.108025,1678.163132,408.404929,985.6686878,0.4645281,-0.4328705
Sec61-beta,AICS-10_184_6,439.9481174,1121.417038,299.5090201,722.7222836,0.2333013,-0.2239444
Sec61-beta,AICS-10_185_1,1063.426196,2693.087896,570.4810495,1531.175737,0.2463505,-0.4022714
Sec61-beta,AICS-10_185_4,553.61697,1429.669824,360.8033518,1023.62465,0.3166373,-0.3481616
Sec61-beta,AICS-10_185_5,707.6923448,1833.496959,416.824739,1071.460639,0.4268971,-0.2727607
Sec61-beta,AICS-10_185_7,638.7835789,1495.585514,373.8015851,832.2140362,0.1322823,-0.3530744
Sec61-beta,AICS-10_185_9,1186.040263,3178.068198,595.1666808,1485.266583,0.4491851,-0.4007539
Sec61-beta,AICS-10_185_11,906.187684,2135.015325,498.1989849,1131.004076,0.06747283,-0.3300399
Sec61-beta,AICS-10_185_12,758.7106808,1633.573106,450.2117259,892.4892608,0.2590694,-0.5123533
Fibrillarin,AICS-14_79_1,572.289681,1367.053319,365.0002923,886.902858,-1,-0.09555122
Fibrillarin,AICS-14_79_4,743.6432655,1711.597148,436.6648881,1003.584627,-1,0.6549851
Fibrillarin,AICS-14_79_5,957.3080567,2377.114335,525.3105066,1392.385918,-1,0.2072264
Fibrillarin,AICS-14_79_7,520.4550516,1167.33354,344.3987523,734.4377101,-1,-0.1167218
Fibrillarin,AICS-14_80_1,444.437731,1061.589535,335.6157253,851.0066297,-1,0.08511203
Fibrillarin,AICS-14_80_2,442.0568753,1123.457771,298.8353892,786.3784703,-1,0.2755975
Fibrillarin,AICS-14_80_4,443.3153276,998.80297,314.1878142,748.1916657,-1,-0.01629601
Fibrillarin,AICS-14_80_5,496.7825437,1279.845977,333.7532411,901.7941235,-1,-0.1321083
Fibrillarin,AICS-14_80_6,355.0195941,2480.443472,382.4036335,1111.107974,-0.5986018,-0.7382108
Fibrillarin,AICS-14_81_1,555.7937524,1596.397746,348.8434361,979.3361156,-1,0.6325117
Fibrillarin,AICS-14_81_2,524.4684941,1302.089971,334.2237435,844.890413,-1,0.6493105
Fibrillarin,AICS-14_81_4,549.8756254,1313.211969,359.2194739,891.6036833,-1,0.06042366
Fibrillarin,AICS-14_82_2,620.9611736,1413.105871,388.9950765,888.5840486,-1,-0.1581597
Fibrillarin,AICS-14_82_3,622.0495647,1478.001194,372.5220326,977.7041587,-1,-0.1171113
Fibrillarin,AICS-14_83_2,474.6065737,1293.280805,324.034458,746.4872753,-1,-0.0273788
Fibrillarin,AICS-14_83_3,756.7039596,1896.385561,433.0241104,980.996311,-1,-0.4489785
Fibrillarin,AICS-14_83_4,527.0874353,1142.844739,359.8067097,776.4469008,-1,0.882535
Fibrillarin,AICS-14_84_2,483.1776541,974.0080587,327.5527287,720.7289993,-1,0.003376834
Fibrillarin,AICS-14_84_3,601.2680959,1219.916438,373.7210685,782.928539,-1,0.24479
Fibrillarin,AICS-14_84_4,728.2017158,1670.952541,453.5854446,1121.138431,-1,0.4004293
Fibrillarin,AICS-14_85_2,508.5507732,1060.399108,350.6671842,801.5520162,-1,0.3882145
Fibrillarin,AICS-14_85_3,996.4901388,2482.178095,603.2371307,1420.869056,-1,-0.09157801
Fibrillarin,AICS-14_85_4,580.4186026,1430.486117,388.5282482,998.3919889,-1,-0.2697966
Fibrillarin,AICS-14_86_2,607.6964062,1567.725441,392.8664864,1128.560234,-1,-0.003727537
Fibrillarin,AICS-14_86_3,639.7699334,1608.710171,404.5340439,1013.375528,-1,0.1085888
Fibrillarin,AICS-14_86_4,547.1546475,1324.367978,347.4755988,855.453728,-1,0.2633214
Fibrillarin,AICS-14_86_5,650.177674,1388.617069,409.5598749,860.7659335,-1,0.1162134
Fibrillarin,AICS-14_86_7,550.1817354,1288.212984,360.2653498,841.8773919,-1,-0.2019458
Fibrillarin,AICS-14_87_1,532.35933,1236.548416,341.7833802,865.754393,-1,0.557405
Fibrillarin,AICS-14_87_3,839.523725,2052.705743,479.2388496,1315.485749,-1,-0.401817
Fibrillarin,AICS-14_87_4,462.1240875,1172.299325,311.9414328,879.160773,-1,-0.3916075
Fibrillarin,AICS-14_87_5,453.8931293,1221.17489,311.4632671,780.1138175,-1,-0.2581816
Fibrillarin,AICS-14_87_6,486.340791,871.4612033,331.9858652,631.4122692,-1,0.1583429
Fibrillarin,AICS-14_88_1,463.8587109,1120.090561,299.6521024,698.2175259,-1,0.5995844
Fibrillarin,AICS-14_89_1,238.697788,1167.503601,205.0676767,712.7555472,-1,-0.03607386
Fibrillarin,AICS-14_89_3,424.4385433,1028.971813,308.5233093,846.0000094,-1,-0.2065014
Fibrillarin,AICS-14_90_3,776.056915,1781.560293,446.7768062,1085.986168,-1,0.2277602
Fibrillarin,AICS-14_91_1,447.4648189,1080.976503,306.1905326,690.1631374,-1,-0.3059103
Fibrillarin,AICS-14_91_3,760.8534509,1573.711592,505.560007,1019.561659,-1,0.2626551
Fibrillarin,AICS-14_91_4,447.02266,1108.050233,320.3280704,737.8131084,-1,0.4924905
Fibrillarin,AICS-14_92_3,800.3416429,1922.779047,455.4419452,1081.949841,-1,-0.02563859
Fibrillarin,AICS-14_92_4,511.3737878,1185.496068,353.6349607,852.4683156,-1,0.3714049
Fibrillarin,AICS-14_92_5,495.8302015,962.9200737,338.3517148,590.1645744,-1,0.2795441
Fibrillarin,AICS-14_93_1,516.2715481,1110.193004,338.9616253,785.461085,-1,0.02550948
Fibrillarin,AICS-14_93_3,416.3096218,908.9426742,302.7767131,695.5406379,-1,0.3725687
Fibrillarin,AICS-14_93_4,554.6033245,1260.220924,368.2368073,805.3052232,-1,-0.02553583
Fibrillarin,AICS-14_94_2,678.7479421,1707.34562,403.1611678,1107.460058,-1,0.2845575
Fibrillarin,AICS-14_94_3,548.5831609,1229.099739,351.8391362,831.4345894,-1,0.8761216
Fibrillarin,AICS-14_94_5,727.4534469,1690.475557,435.3538428,1078.749122,-1,-0.07707468
Fibrillarin,AICS-14_95_3,729.0860337,1904.61652,427.4656312,1192.075963,-1,-0.03493534
Fibrillarin,AICS-14_95_4,481.5110552,1141.960421,330.2697175,764.2394518,-1,-0.2102391
Fibrillarin,AICS-14_96_1,617.2878534,1273.077544,400.6864636,826.2801628,-1,-0.1668863
Fibrillarin,AICS-14_96_2,540.1481293,1173.659814,354.0859376,797.4810469,-1,0.4022545
Fibrillarin,AICS-14_96_3,437.1251028,1066.24921,326.2125001,763.6858083,-1,-0.4168113
Fibrillarin,AICS-14_96_4,611.0296042,1285.185896,406.1285244,955.159198,-1,0.4334508
Fibrillarin,AICS-14_96_5,423.0780543,1028.971813,300.8201704,726.7015038,-1,-0.06371365
Fibrillarin,AICS-14_96_7,441.7847775,1228.249433,311.4394376,744.1363378,-1,0.4803939
Fibrillarin,AICS-14_96_8,786.22657,1451.709745,486.7219588,1060.590374,-1,-0.2264386
Fibrillarin,AICS-14_97_1,760.8874631,1754.622612,466.9180265,1100.84657,-1,-0.5131331
Fibrillarin,AICS-14_98_1,610.7575064,1327.122968,392.5901896,873.3599042,-1,-0.5291671
Fibrillarin,AICS-14_98_4,435.7646139,1050.671612,323.2860841,821.8075553,-1,-0.1303804
Fibrillarin,AICS-14_99_1,535.8285769,1508.544171,335.3048914,943.8106625,-1,-0.135038
Fibrillarin,AICS-14_99_2,907.3781119,2209.366047,501.2974565,1256.537526,-1,-0.1310993
Fibrillarin,AICS-14_99_3,506.4080031,1062.371817,344.9086207,745.1838933,-1,-0.7343444
Fibrillarin,AICS-14_99_4,443.1452665,2546.733296,412.2307793,1088.043697,-0.8949053,-0.0473054
Fibrillarin,AICS-14_100_1,589.2277686,1411.507296,400.474517,1032.46069,-1,-0.1276592
Fibrillarin,AICS-14_101_1,572.3236932,1507.76189,358.7675522,1033.105558,-1,-0.007468241
Fibrillarin,AICS-14_101_3,601.6762426,1164.27244,410.2349756,881.2308997,-1,0.6026666
Fibrillarin,AICS-14_101_4,608.5126996,1609.832574,364.914002,1066.24858,-1,0.1397993
Fibrillarin,AICS-14_101_5,464.7090165,1189.917657,321.1484579,854.0736085,-1,-0.3543829
Fibrillarin,AICS-14_102_2,1012.067737,2134.777239,560.6129906,1245.604275,-1,-0.4614671
Fibrillarin,AICS-14_103_2,813.1302392,1965.498401,478.1109875,1119.106096,-1,0.08937792
Fibrillarin,AICS-14_104_1,385.5965835,1021.114989,275.5295624,683.0503835,-1,0.6417645
Fibrillarin,AICS-14_104_2,722.9978456,1598.064345,406.8758485,977.6316203,-1,-0.07083397
Fibrillarin,AICS-14_104_3,427.3976068,1103.696669,293.0016629,731.5681912,-1,0.2278002
Fibrillarin,AICS-14_104_5,446.9886478,920.0306592,299.3861982,654.954187,-1,0.6528335
Fibrillarin,AICS-14_104_6,598.9552646,1706.495315,363.67602,1100.743694,-1,-0.1649816
Fibrillarin,AICS-14_105_1,816.3614004,1905.296764,450.071373,1123.868857,-1,0.04072368
Fibrillarin,AICS-14_105_3,671.3672895,1632.008544,427.8627554,1073.301918,-1,0.02446421
Fibrillarin,AICS-14_106_1,523.244054,1317.905656,346.7306892,854.8700615,-1,0.03950677
Fibrillarin,AICS-14_106_2,358.4208165,1047.066316,257.1093187,689.355557,-1,0.7042463
Fibrillarin,AICS-14_106_3,625.1446771,1359.128471,393.5229013,941.4241381,-1,0.2363133
Fibrillarin,AICS-14_106_5,549.2634054,1129.137812,371.7839464,739.3146852,-1,0.006920981
Fibrillarin,AICS-14_106_6,567.425933,1100.737605,374.9572659,810.3156227,-1,0.516264
Fibrillarin,AICS-14_107_1,674.9385731,2475.103553,675.7983265,1252.720598,-0.1533359,0.4914378
Fibrillarin,AICS-14_107_4,558.0385592,1156.551665,354.3102713,761.8640548,-1,-0.01200292
Fibrillarin,AICS-14_107_5,610.859543,1457.491823,394.1044684,1043.761461,-1,0.274572
Fibrillarin,AICS-14_107_6,614.7029244,1642.450297,373.5256032,1023.684382,-1,0.2866958
Fibrillarin,AICS-14_108_3,508.2446632,1026.148798,355.6309743,753.6170353,-1,0.3792806
Fibrillarin,AICS-14_108_7,424.3705188,976.1168166,308.2996054,805.8127821,-1,-0.2182758
Fibrillarin,AICS-14_109_1,846.4962309,2157.837527,456.0078708,1262.797245,-1,-0.3118259
Fibrillarin,AICS-14_109_2,801.1919485,1717.549288,482.2306656,1104.714936,-1,-0.2459934
Fibrillarin,AICS-14_110_2,801.1919485,1717.549288,482.2306656,1104.714936,-1,-0.2459934
Fibrillarin,AICS-14_111_2,497.6328493,1422.595281,331.1210729,1027.084134,-1,0.161965
Fibrillarin,AICS-14_112_2,478.9261261,1051.930064,376.6613413,956.248219,-1,0.6800208
Fibrillarin,AICS-14_112_3,361.0397578,799.3212762,293.7613742,679.2671534,-1,0.4617781
Fibrillarin,AICS-14_112_4,556.644058,1294.913392,437.7223113,1069.513334,-1,0.422415
Fibrillarin,AICS-14_113_1,238.0175436,804.4231098,199.9608042,533.9905521,-1,0.1312207
Fibrillarin,AICS-14_114_1,454.4033126,988.3952294,323.1725001,742.0248505,-1,0.6217237
Fibrillarin,AICS-14_114_3,351.1081884,754.493165,287.7977926,645.8917139,-1,0.3764398
Fibrillarin,AICS-14_114_4,633.2735987,1545.821569,390.8116862,999.529089,-1,-0.01450555
Fibrillarin,AICS-14_115_2,393.9295784,1018.053889,299.9465601,690.2362007,-1,0.6076581
Fibrillarin,AICS-14_115_4,121.0495052,802.1102786,139.9962036,514.5496268,-0.9782093,0.2144086
Fibrillarin,AICS-14_116_1,386.5149135,902.6164005,301.5677045,727.4724476,-1,0.3678258
Fibrillarin,AICS-14_116_2,477.2255149,873.6719979,341.6511105,669.9070734,-1,0.2219055
Fibrillarin,AICS-14_116_3,406.5821257,943.533106,293.8292937,760.5702256,-1,0.8185512
Fibrillarin,AICS-14_116_5,274.3425988,985.1300559,217.606535,629.1713465,-1,0.2110236
Fibrillarin,AICS-14_117_1,396.004324,831.4968401,305.8687812,691.6764714,-1,0.2872974
Fibrillarin,AICS-14_117_2,421.0033087,905.3373784,315.164196,700.4710457,-1,-0.5758197
Fibrillarin,AICS-14_117_3,471.5114613,1014.040446,328.8062471,745.0112078,-1,0.1007271
Fibrillarin,AICS-14_117_4,410.119397,841.0202628,316.5173366,747.1557625,-1,-0.1456394
Fibrillarin,AICS-14_117_5,445.1859999,915.1669112,340.9623629,764.5931159,-1,0.3660262
Fibrillarin,AICS-14_117_6,374.8827329,933.7715977,295.1411787,756.8819988,-1,0.2561418
Fibrillarin,AICS-14_118_2,590.9964042,1336.612379,379.7454312,931.4680044,-1,-0.03393113
Fibrillarin,AICS-14_118_4,395.698214,847.3465365,287.2792112,645.3641045,-1,0.6050664
Fibrillarin,AICS-14_118_6,393.725505,927.0031651,309.6715368,806.4415884,-1,-0.1480905
Fibrillarin,AICS-14_119_1,560.7935493,1346.27185,383.7116344,871.3505586,-1,0.6652445
Fibrillarin,AICS-14_120_1,541.4065816,1109.68282,416.4056748,957.79651,-1,-0.7193935
Fibrillarin,AICS-14_120_3,534.8082102,1204.508901,388.682353,925.8502137,-1,0.2721668
Fibrillarin,AICS-14_120_4,572.9359133,1137.470807,407.7591166,938.9303283,-1,0.1313363
Fibrillarin,AICS-14_120_5,328.4220349,717.7259508,291.1824288,697.2490174,-0.9977572,0.3440135
Fibrillarin,AICS-14_121_1,672.7277785,1580.854159,452.7320947,1158.107829,-1,-0.08857988
Fibrillarin,AICS-14_121_2,466.0354932,925.8807617,350.199936,790.4068193,-1,-0.1836928
Fibrillarin,AICS-14_122_2,526.1691053,1008.972625,451.6348856,932.0855782,-1,0.3216047
Fibrillarin,AICS-14_123_3,540.862386,1168.115821,444.1613292,1009.117387,-1,-0.223444
Fibrillarin,AICS-14_124_2,267.0979951,562.4261361,232.2859589,522.7396443,-1,0.09060322
Fibrillarin,AICS-14_124_3,267.540154,485.7285709,249.64605,497.6569938,-1,0.1174731
Fibrillarin,AICS-14_124_4,181.6933006,703.5088412,169.2755846,481.6492036,-1,0.5104222
Fibrillarin,AICS-14_125_1,356.4140953,835.4762703,282.7156945,672.4651285,-1,-0.1767031
Fibrillarin,AICS-14_125_3,259.8874036,588.6155485,226.7250653,500.7423434,-0.9921685,-0.08793146
Fibrillarin,AICS-14_125_4,377.2635886,727.929618,309.9622153,613.8985982,-1,0.260478
Fibrillarin,AICS-14_125_7,406.5481135,907.8202708,311.0298212,796.6069118,-1,-0.2919084
Fibrillarin,AICS-14_126_1,538.1073959,1181.312564,395.9544604,994.105084,-1,-0.001648561
Fibrillarin,AICS-14_126_2,664.3267592,1364.638451,440.9580915,915.12807,-1,-0.1605521
Fibrillarin,AICS-14_126_3,338.8637877,687.2169859,272.9570206,580.0540209,-1,0.3966697
Fibrillarin,AICS-14_127_3,339.7481055,764.2206611,293.0072266,682.2229627,-1,0.4702299
Fibrillarin,AICS-14_127_4,241.6228393,791.2263669,220.2635825,613.4075205,-1,-0.01572217
Fibrillarin,AICS-14_127_5,198.1892292,527.0194109,201.7486505,483.9025134,-1,-0.9639104
Fibrillarin,AICS-14_128_2,398.0790697,1007.646148,277.9892551,710.8926431,-1,-0.5978836
Fibrillarin,AICS-14_129_1,367.5360925,787.6890956,284.3568893,654.3420719,-1,-0.1661438
Fibrillarin,AICS-14_129_2,287.4032928,656.0277765,258.1397631,620.8692146,-1,0.8116689
Fibrillarin,AICS-14_129_4,273.4922932,685.5843992,228.4428925,569.6470152,-1,0.1601146
Fibrillarin,AICS-14_130_1,337.9794699,832.5852313,262.0341628,682.151369,-1,-0.1929893
Fibrillarin,AICS-14_130_2,510.9316289,977.2732322,395.6682959,816.3612955,-1,-0.07009763
Fibrillarin,AICS-14_130_3,517.2919148,1011.931688,395.6208467,798.683652,-1,0.7124957
Fibrillarin,AICS-14_131_2,627.6275695,1322.939465,430.1009487,1001.564469,-1,-0.5950795
Fibrillarin,AICS-14_132_1,482.9395686,1076.656951,335.7097838,720.0746839,-1,0.5341678
Fibrillarin,AICS-14_132_2,441.852802,933.6015366,298.9438294,731.4119869,-1,0.1710233
Fibrillarin,AICS-14_133_1,338.6597144,689.7679027,282.1259393,665.945909,-1,0.1480991
Fibrillarin,AICS-14_134_1,556.9161558,1364.706476,365.1221694,952.1079656,-1,0.6534481
Fibrillarin,AICS-14_134_2,377.8417964,778.0976484,320.7757931,740.7679729,-1,0.6014092
Fibrillarin,AICS-14_135_1,268.9006429,764.0505999,229.245539,581.3405018,-1,-0.2524696
Fibrillarin,AICS-14_135_4,294.3757987,607.1862228,270.0117089,561.5181986,-1,-0.8630571
Fibrillarin,AICS-14_135_5,608.8188096,1289.403412,413.4084,936.3680741,-1,0.1941324
Fibrillarin,AICS-14_135_6,244.2417805,825.9528476,207.2131762,591.6333986,-1,0.4573768
Fibrillarin,AICS-14_136_1,757.1801307,1578.609353,474.3808753,1038.728912,-1,0.2497901
Fibrillarin,AICS-14_136_2,667.7279816,1498.476553,407.7978528,924.1885486,-1,0.3558844
Fibrillarin,AICS-14_137_2,307.9126639,616.77767,288.1532413,640.405983,-1,0.4516436
Fibrillarin,AICS-14_137_3,385.970718,845.747962,316.5389617,716.1613885,-1,0.5883697
Fibrillarin,AICS-14_138_1,361.07377,922.0713926,271.2087503,697.4903572,-1,0.5148873
Fibrillarin,AICS-14_139_2,527.6316309,1018.019877,392.5713989,745.8111249,-1,0.08629487
Fibrillarin,AICS-14_140_1,515.4552547,987.1027649,397.0413819,833.6133662,-1,0.3214482
Fibrillarin,AICS-14_140_3,308.1507494,601.5401937,249.8703837,494.1195126,-1,0.2697283
Fibrillarin,AICS-14_140_5,197.8150948,1341.952298,232.1210416,827.7061568,-0.4111845,-0.1353157
Fibrillarin,AICS-14_141_1,561.0316349,1300.865531,386.1097062,959.6734809,-1,0.5584256
Fibrillarin,AICS-14_141_3,637.9672856,1603.846423,406.6228564,1091.865874,-1,0.2006679
Fibrillarin,AICS-14_142_1,503.6190008,931.7648765,393.5848372,832.6766654,-1,0.2924935
Fibrillarin,AICS-14_143_1,435.322455,850.61171,400.5874712,854.2154311,-1,0.3412861
Fibrillarin,AICS-14_143_4,490.3542334,795.6819683,413.7296266,733.2283866,-1,0.5906391
Fibrillarin,AICS-14_144_1,394.0656273,833.4015247,299.8685629,677.5182533,-1,-0.2011629
Fibrillarin,AICS-14_144_2,508.0746021,984.4838237,395.0868338,854.473882,-1,0.3462959
Fibrillarin,AICS-14_145_1,367.2299825,1122.947588,279.8186718,786.4272841,-1,0.3458381
Fibrillarin,AICS-14_145_4,353.6250929,876.9711836,268.0861342,689.3575515,-1,0.02329533
Fibrillarin,AICS-14_146_1,605.9617828,1601.465567,381.4237875,990.3464184,-1,1
Fibrillarin,AICS-14_146_3,598.7511913,1720.270265,380.3618503,966.4633286,-1,-0.2782991
Fibrillarin,AICS-14_147_3,319.5448445,559.0589259,278.9886266,503.4027502,-1,0.3636845
Fibrillarin,AICS-14_148_3,300.0558401,690.2780861,262.2051687,631.010946,-1,0.2693967
Fibrillarin,AICS-14_148_4,630.2805229,1340.625821,441.6846304,1045.29642,-1,0.2778108
Fibrillarin,AICS-14_149_1,327.4356804,705.7196358,266.0464505,584.5142412,-1,0.344177
Fibrillarin,AICS-14_149_2,521.5434428,1027.611324,362.6893506,732.6691795,-1,0.2324305
Fibrillarin,AICS-14_149_4,420.9692964,774.5943894,313.891152,629.0069541,-1,-0.5660169
Fibrillarin,AICS-14_149_5,464.5729676,930.6764853,329.060394,675.9772056,-1,0.6757977
Fibrillarin,AICS-14_150_1,490.9664534,1096.588114,394.8288028,1005.441127,-1,0.08273911
Fibrillarin,AICS-14_150_2,360.3595133,757.8603752,292.917997,627.8252393,-1,0.2248083
Fibrillarin,AICS-14_151_1,474.4705248,912.9901288,377.7233835,738.5311443,-1,0.2942275
