classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (µm2),Cellular surface area (µm2),Radial proximity (unitless),Apical proximity (unitless)
Desmoplakin,AICS-17_28_11,1067.847785,2917.568575,559.2439986,1493.893511,0.9492349,1
Desmoplakin,AICS-17_28_15,469.4027034,1481.266367,309.5053597,941.8959003,1,0.03296863
Desmoplakin,AICS-17_29_2,644.7697304,1557.589798,376.7128845,880.4266786,0.5761432,-0.535221
Desmoplakin,AICS-17_29_6,919.4864636,2057.467454,515.3646604,1312.105522,0.8297583,-0.4422533
Desmoplakin,AICS-17_30_7,650.5518084,5744.392536,625.8869624,2391.854016,0.6602533,-1
Desmoplakin,AICS-17_30_8,486.0006687,1189.237412,344.7607095,876.0415162,1,0.02764364
Desmoplakin,AICS-17_30_9,399.949742,2018.86358,296.1902039,1194.879872,0.4618877,0.152445
Desmoplakin,AICS-17_31_6,615.0770588,1446.539887,389.3108443,966.7738476,0.209889,-0.2910753
Desmoplakin,AICS-17_32_2,913.5343244,2142.498014,482.5366707,1221.741131,0.5555711,-0.1069498
Desmoplakin,AICS-17_32_3,539.5018971,1129.647996,354.2998787,776.8990325,1,-0.05093935
Desmoplakin,AICS-17_33_3,782.0090542,2046.481506,441.1348711,1202.940979,0.4425775,-0.1501121
Desmoplakin,AICS-17_33_9,150.2319934,1545.617495,174.4124802,777.8314293,0.84066,-0.06070503
Desmoplakin,AICS-17_34_3,732.3171949,1808.259889,413.3013245,1114.474555,0.754026,-0.2628604
Desmoplakin,AICS-17_34_4,694.4615896,1804.008361,434.8844951,1214.162914,0.40213,-0.1257818
Desmoplakin,AICS-17_34_6,906.6978674,2456.464854,549.2087129,1592.17939,0.8128461,0.9097268
Desmoplakin,AICS-17_35_1,597.2886657,1575.242142,391.5179647,967.1186938,0.6561501,-0.8271716
Desmoplakin,AICS-17_35_2,867.4817731,2063.385581,481.9705351,1266.847219,1,0.02270143
Desmoplakin,AICS-17_36_1,845.9860476,2173.075004,501.1149033,1588.370861,0.6175722,0.08921342
Desmoplakin,AICS-17_36_5,733.2695372,1560.650898,419.1598251,910.3929176,0.9421368,-0.6360642
Desmoplakin,AICS-17_37_2,943.0569348,2298.88622,496.7198731,1301.420015,0.6467124,-0.8706606
Desmoplakin,AICS-17_37_3,678.4418321,1713.263747,426.2752034,1109.910198,0.5358025,-0.2667758
Desmoplakin,AICS-17_37_5,1126.076712,2668.156936,559.1774438,1419.380496,1,-0.002114293
Desmoplakin,AICS-17_38_1,671.9114851,1742.20815,394.2560537,1044.028415,-1,1
Desmoplakin,AICS-17_38_3,592.8670765,1471.67492,388.9835292,969.5637948,1,-0.07429293
Desmoplakin,AICS-17_38_4,812.2799336,1827.54482,451.0218257,1200.186409,1,0.03910895
Desmoplakin,AICS-17_38_5,591.574612,1382.869003,412.2215414,938.6146655,-0.9548643,1
Desmoplakin,AICS-17_38_6,1102.540253,2693.29197,576.5289268,1501.697426,1,0.04405232
Desmoplakin,AICS-17_39_1,981.7288335,2645.674856,576.7697418,1330.152996,0.5913236,0.6250257
Desmoplakin,AICS-17_40_5,631.5389752,1626.328503,418.6472273,951.93549,0.628395,-0.1797809
Desmoplakin,AICS-17_40_7,756.2958129,1652.109769,459.519528,1061.473222,0.6633249,0.3883226
Desmoplakin,AICS-17_41_4,537.3931392,1189.50951,354.0637876,793.6921482,0.554188,-0.1381113
Desmoplakin,AICS-17_41_6,662.7962091,1247.806462,416.374392,933.6146586,1,0.02509365
Desmoplakin,AICS-17_41_7,728.0656669,1912.303282,451.4593657,1344.169391,0.6870418,-0.2642249
Desmoplakin,AICS-17_42_7,871.3591667,2329.701295,468.0903984,1239.377099,1,0.05585698
Desmoplakin,AICS-17_43_6,475.1847815,1203.624583,340.3944428,825.7427906,1,0.005940877
Desmoplakin,AICS-17_43_12,233.6299667,1603.710374,236.581052,765.9524501,0.9538734,1
Desmoplakin,AICS-17_43_13,209.3452387,1390.181632,225.4147548,669.5395524,-0.5517973,-0.980413
Desmoplakin,AICS-17_44_2,977.85144,2863.6592,548.9905728,1943.083715,0.8541186,-0.5912491
Desmoplakin,AICS-17_45_10,760.6153653,2088.14648,459.7054404,1199.539757,1,0.05683495
Desmoplakin,AICS-17_46_1,475.4908915,1341.408102,358.0184435,838.1573574,0.5536255,0.00623683
Desmoplakin,AICS-17_46_4,558.0385592,1527.79509,376.0586741,1086.226563,1,-0.08441519
Desmoplakin,AICS-17_46_5,540.2841782,1503.816472,342.6927873,1013.363981,0.6717649,-0.4390425
Desmoplakin,AICS-17_46_6,765.5471378,2242.119818,748.1105192,1056.621231,0.4915867,-0.4311869
Desmoplakin,AICS-17_46_7,451.0020902,1319.606267,332.7470461,835.998211,0.8687885,-0.6307531
Desmoplakin,AICS-17_47_1,871.9373745,2101.071125,494.3475204,1415.588763,1,-0.02184428
Desmoplakin,AICS-17_47_6,996.0819921,2720.875883,566.6654868,1640.94809,0.7365872,-0.2368262
Desmoplakin,AICS-17_47_7,723.2019189,2029.849528,417.896334,1325.581291,0.68007,-0.3852673
Desmoplakin,AICS-17_48_12,499.2314239,1115.873045,346.0612572,818.8979355,0.9345708,-0.2184256
Desmoplakin,AICS-17_48_15,719.3585376,1987.470297,414.5668102,1271.138638,0.7075264,-0.01935088
Lamin B1,AICS-13_0_1,592.0507832,1503.714435,380.5562658,954.4633121,-0.5607142,-0.329671
Lamin B1,AICS-13_0_2,776.056915,1999.340563,449.9074005,1121.58248,-0.5025801,-0.2519511
Lamin B1,AICS-13_0_3,775.2066094,1989.272945,439.2585301,1240.404814,-0.5597925,-0.1739764
Lamin B1,AICS-13_0_4,635.1102588,1668.265575,374.0185705,910.518049,-0.4850975,-0.1056917
Lamin B1,AICS-13_0_5,474.4705248,1279.948014,320.2199451,850.6984202,-0.306807,-0.3265502
Lamin B1,AICS-13_0_6,571.5414121,1418.819924,413.4063005,859.976619,-0.2859295,-0.2075391
Lamin B1,AICS-13_0_7,441.5126797,1638.402842,293.7790102,872.5812972,0.02497984,-0.2000004
Lamin B1,AICS-13_0_9,451.274188,1358.176129,314.8503178,810.8251762,-0.02132103,-0.2466335
Lamin B1,AICS-13_1_2,997.1023588,2001.075187,554.9195123,1131.938362,-0.6842268,-0.04107688
Lamin B1,AICS-13_1_3,626.4031294,1472.015042,404.8168493,983.7603291,-0.689658,-0.2991881
Lamin B1,AICS-13_1_4,250.7721276,1472.89936,212.7016364,763.7372466,0.02013969,-0.005033961
Lamin B1,AICS-13_2_1,510.2513844,1371.338859,318.7036718,816.6445207,-0.5126362,-0.1363652
Lamin B1,AICS-13_2_2,722.8958089,1542.31831,413.3051037,919.2359909,-0.734051,-0.1946407
Lamin B1,AICS-13_2_3,702.7945845,1925.534037,417.9461976,1233.125778,-0.8094993,-0.2423671
Lamin B1,AICS-13_2_5,627.4915206,1596.703856,384.5504976,1108.251577,-0.7668,-0.2132385
Lamin B1,AICS-13_2_6,819.3544762,1808.940133,474.5637435,1037.223451,-0.7260849,-0.224741
Lamin B1,AICS-13_2_7,526.8153375,1562.487558,329.82126,1024.572688,-0.4032632,-0.4274883
Lamin B1,AICS-13_2_8,601.4721692,1535.379816,360.9827558,918.73683,-0.6259623,-0.2106928
Lamin B1,AICS-13_2_9,683.9178002,1397.834382,472.7094474,800.37639,-0.5785024,-0.1764209
Lamin B1,AICS-13_3_1,636.0966132,1399.603018,379.7117339,958.9429529,-0.7412615,-0.1819788
Lamin B1,AICS-13_3_2,677.3874532,1713.399796,394.3970365,1005.851164,-0.822013,-0.1608755
Lamin B1,AICS-13_3_3,983.1913592,2496.701315,529.722228,1581.566316,-0.8029506,-0.1369247
Lamin B1,AICS-13_3_5,657.5923388,1565.1065,441.1283626,1076.060687,-0.4073137,-0.2116453
Lamin B1,AICS-13_3_6,227.2356685,1587.690616,205.3195141,819.8116466,0.1363242,-0.09707867
Lamin B1,AICS-13_4_3,734.902124,1591.397949,481.463606,1070.224021,-0.6598911,-0.1742274
Lamin B1,AICS-13_4_4,703.8149512,1566.432976,400.6205387,912.2976022,-0.7231912,-0.127735
Lamin B1,AICS-13_4_5,646.1302193,1576.12646,387.5098761,967.8885877,-0.5548323,-0.3545665
Lamin B1,AICS-13_5_1,510.2513844,1167.877735,343.5534855,842.0892335,-0.5598535,-0.2588995
Lamin B1,AICS-13_5_2,497.4968004,1129.784045,325.6371266,694.9853149,-0.5031664,-0.2947224
Lamin B1,AICS-13_5_3,764.5607833,1675.102032,484.8518114,1053.529688,-0.7468773,-0.1756073
Lamin B1,AICS-13_5_6,631.5389752,1425.248234,392.1578984,902.631727,-0.4676169,-0.08215212
Lamin B1,AICS-13_6_1,769.3565069,1958.559907,446.6766591,1038.14493,-0.6791359,-0.1009451
Lamin B1,AICS-13_6_2,932.4111087,2263.377458,497.5309176,1335.328312,-0.6945207,-0.2399689
Lamin B1,AICS-13_6_3,1255.697298,3034.400564,601.2053202,1594.057411,-0.8489712,0.02732773
Lamin B1,AICS-13_6_4,745.0717789,1659.456409,427.8534126,1027.264483,-0.8229822,-0.1959188
Lamin B1,AICS-13_6_5,874.4202668,2087.092101,478.1128771,1285.5193,-0.9061241,-0.1106472
Lamin B1,AICS-13_6_6,960.6752669,2279.499252,509.4882089,1406.061141,-0.8566724,-0.121261
Lamin B1,AICS-13_6_7,268.4924963,1615.988787,218.2243188,839.0828258,-0.03465372,-0.1302179
Lamin B1,AICS-13_7_5,696.4683108,1716.698982,411.1730411,1106.266481,-0.7668533,-0.1363123
Lamin B1,AICS-13_7_8,607.1181984,1483.715248,363.3576278,1036.699831,-0.6006784,-0.1604716
Lamin B1,AICS-13_8_2,606.1658561,1547.386131,372.0290653,980.3216303,-0.8112212,-0.04618165
Lamin B1,AICS-13_8_3,544.9778652,1558.338067,494.5719591,1138.690418,-0.6760349,-0.1499547
Lamin B1,AICS-13_8_4,545.3179874,1439.125222,354.1595257,978.4310125,-0.6342102,-0.2267385
Lamin B1,AICS-13_8_5,1008.564478,2764.139432,717.2903004,1653.429737,-0.8516301,-0.1057389
Lamin B1,AICS-13_8_6,867.617822,2164.571948,579.8157254,1416.25956,-0.4505862,-0.4353508
Lamin B1,AICS-13_8_8,650.6538451,1487.694678,469.9802814,920.5047308,-0.3407741,-0.4511914
Lamin B1,AICS-13_8_9,833.1634391,2593.023933,591.9876926,1625.578554,-0.5608696,-0.2824142
Lamin B1,AICS-13_8_12,373.6242806,1247.092205,271.5371152,699.7064005,0.02998942,-0.1877218
Lamin B1,AICS-13_8_13,397.3988252,1372.25719,284.0878358,887.8516311,-0.1672006,-0.353784
Lamin B1,AICS-13_9_1,714.256704,1591.363937,417.4803141,1096.874279,-0.7935076,-0.2006668
Lamin B1,AICS-13_9_2,812.9941903,1866.318755,493.7662683,1115.729018,-0.5690019,-0.3626482
Lamin B1,AICS-13_9_6,936.0504167,2250.384789,634.7448373,1389.346862,-0.4931541,-0.2594659
Lamin B1,AICS-13_10_1,923.1597838,2171.986612,491.055683,1346.335046,-0.7824231,-0.1139289
Lamin B1,AICS-13_10_2,852.6184312,1922.608986,467.3193497,1085.05923,-0.5711854,-0.1852818
Lamin B1,AICS-13_10_3,509.7071889,1407.59589,328.2876657,810.3112137,-0.6317657,-0.1377374
Lamin B1,AICS-13_10_5,464.0967965,1364.808512,317.0303544,814.1514457,-0.2461038,-0.09708758
Lamin B1,AICS-13_10_6,924.9284195,2150.014716,490.3004857,1213.314708,-0.8340559,-0.1862117
Lamin B1,AICS-13_10_7,674.020243,1973.59331,396.367331,1175.947451,-0.6637748,-0.07015673
Lamin B1,AICS-13_10_8,439.3358974,1100.125385,291.9366814,680.9053039,-0.3957325,-0.08228384
Lamin B1,AICS-13_10_9,313.6267175,1326.272663,241.7786237,812.9330942,-0.2368791,-0.04169763
Lamin B1,AICS-13_10_10,660.4833779,1571.636847,436.910007,1016.158442,-0.7758027,-0.1706397
Lamin B1,AICS-13_10_11,866.0532597,2124.777646,469.3660668,1168.729301,-0.6861032,-0.2065322
Lamin B1,AICS-13_11_1,908.466503,2140.28722,482.8251447,1287.470804,-0.7552239,-0.218597
Lamin B1,AICS-13_11_2,942.5807637,2198.550159,506.9725641,1212.312187,-0.8271685,-0.1585282
Lamin B1,AICS-13_11_3,1036.794624,2475.715773,532.9207417,1342.577955,-0.7363019,-0.1126108
Lamin B1,AICS-13_11_4,871.1550933,2142.327953,468.9668431,1392.538133,-0.6821239,-0.2552368
Lamin B1,AICS-13_11_5,476.2731727,3070.861668,481.5080109,1479.151731,0.1988092,-0.2698684
Lamin B1,AICS-13_11_6,534.1279657,1298.722761,346.2569325,895.4047593,-0.503586,-0.1797957
Lamin B1,AICS-13_12_1,668.102116,1371.338859,389.5543886,939.679437,-0.8391331,-0.04437198
Lamin B1,AICS-13_12_2,631.7090364,1512.251503,424.4548146,964.8862741,-0.5046328,-0.3215817
Lamin B1,AICS-13_12_3,781.3968342,1810.436671,460.5180597,1132.913589,-0.7716967,-0.1889006
Lamin B1,AICS-13_12_4,551.1000655,1275.662473,371.9355317,821.791599,-0.5148333,-0.1217565
Lamin B1,AICS-13_12_5,556.2359113,1341.918286,343.6851254,822.5058557,-0.7181334,-0.1060861
Lamin B1,AICS-13_12_6,486.7489377,1362.155559,321.9051249,970.5540334,-0.3329189,-0.2705169
Lamin B1,AICS-13_12_7,678.3397955,1471.572884,398.388119,963.2207249,-0.6519846,-0.05008797
Lamin B1,AICS-13_12_8,959.8929857,2141.681721,519.1293097,1207.31323,-0.8479329,-0.167934
Lamin B1,AICS-13_12_9,697.9648487,1511.537247,394.4311537,831.7654737,-0.6068097,-0.1120595
Lamin B1,AICS-13_12_10,619.6687091,1879.583523,373.4067704,1316.118754,-0.6873074,-0.1357397
Lamin B1,AICS-13_13_1,694.7676996,1758.534017,431.2641878,1257.233517,-0.5607246,-0.2362374
Lamin B1,AICS-13_13_2,680.2784922,1933.288824,425.441589,1234.1262,-0.3269829,-0.2891233
Lamin B1,AICS-13_13_3,658.9188156,1705.440936,425.8117344,1027.766163,-0.6234887,-0.26016
Lamin B1,AICS-13_13_4,749.7994781,2188.00637,535.5112344,1121.297995,-0.2909483,-0.33018
Lamin B1,AICS-13_13_5,482.9395686,1387.902813,338.6503715,905.6315212,-0.2856104,-0.4369546
Lamin B1,AICS-13_13_6,876.4950125,2524.217204,598.0477471,1344.61029,-0.3618353,-0.2008396
Lamin B1,AICS-13_13_7,572.2556688,1478.137243,406.2690873,1149.901855,-0.6391754,-0.2925069
Lamin B1,AICS-13_13_8,481.3750063,1195.257576,328.0638568,861.0815964,-0.3295345,-0.2881851
Lamin B1,AICS-13_13_9,909.520882,2413.201305,496.2983944,1263.232895,-0.533452,-0.2585956
Lamin B1,AICS-13_13_11,323.1501402,1394.12705,242.3944129,753.9553729,0.02813732,-0.03007902
Lamin B1,AICS-13_13_12,536.3387603,1443.784897,345.5954787,908.4445631,-0.5470295,-0.2307145
Lamin B1,AICS-13_13_13,729.7662781,1776.560496,442.1142972,1131.724211,-0.5479132,-0.2772862
Lamin B1,AICS-13_13_14,306.7902605,1365.488757,230.4510834,852.5687776,0.09743404,-0.243347
Lamin B1,AICS-13_14_1,595.4520056,1498.544577,364.4380408,931.9394516,-0.7113826,-0.3326091
Lamin B1,AICS-13_14_2,522.631834,1389.909534,330.2729718,827.0497418,-0.4145973,-0.3626821
Lamin B1,AICS-13_14_3,467.2259211,1281.988747,334.9731672,905.5280148,-0.5748647,-0.3876677
Lamin B1,AICS-13_14_4,760.8534509,1712.447454,422.6635041,961.750536,-0.7979295,-0.2595291
Lamin B1,AICS-13_14_5,750.6157715,1787.17231,416.3071023,1077.57864,-0.742348,-0.1121832
Lamin B1,AICS-13_14_6,720.8550755,1712.821588,434.0084704,1197.003537,-0.7761997,-0.2966614
Lamin B1,AICS-13_14_7,599.1933502,1321.306878,374.8789538,845.4960196,-0.7966488,-0.181201
Lamin B1,AICS-13_14_8,701.50212,1733.126886,411.0551531,1020.394014,-0.6541539,-0.1236828
Lamin B1,AICS-13_14_9,528.6179854,1279.029684,340.4228913,857.5814866,-0.6498523,-0.2594815
Lamin B1,AICS-13_14_10,522.8699196,1412.595687,449.8282486,964.300823,-0.5031611,-0.2674221
Lamin B1,AICS-13_14_11,577.6296002,1331.000362,363.553618,889.2230376,-0.6542353,-0.2929102
Lamin B1,AICS-13_15_2,628.8179973,1731.018128,383.9026908,1057.649996,-0.6214634,-0.07096073
Lamin B1,AICS-13_15_3,1152.844332,2935.322956,592.1117742,1610.279352,-0.788734,-0.1685664
Lamin B1,AICS-13_15_4,687.2509981,1787.750518,408.2753886,1082.821141,-0.7701535,-0.1676276
Lamin B1,AICS-13_15_5,850.7137467,2009.034047,472.1063603,1292.970496,-0.8288419,-0.2886523
Lamin B1,AICS-13_15_6,973.3958387,2385.243257,504.8210809,1283.208778,-0.8368112,-0.1261419
Lamin B1,AICS-13_15_7,559.9092315,1630.546019,418.8165536,1159.626832,-0.6422837,-0.1171278
Lamin B1,AICS-13_15_8,698.611081,1620.240315,392.553448,831.5302225,-0.6279509,-0.1396265
Lamin B1,AICS-13_15_9,766.0233089,1796.491659,424.4301452,983.6179816,-0.5866365,-0.3316017
Lamin B1,AICS-13_15_10,574.7385612,1416.847215,348.808899,857.6347094,-0.5676591,-0.1766442
Lamin B1,AICS-13_16_1,720.0727943,1853.122012,417.266268,1275.384917,-0.8533278,-0.09109709
Lamin B1,AICS-13_16_2,694.2235041,1629.831762,475.0958668,998.0258327,-0.8656977,-0.1979164
Lamin B1,AICS-13_16_3,670.5509962,1733.94318,405.3290272,1121.40612,-0.5859777,-0.2598405
Lamin B1,AICS-13_16_4,562.0520016,1465.926854,358.4378226,859.3983062,-0.6351878,-0.2983121
Lamin B1,AICS-13_16_5,697.4886776,1576.092448,406.1109934,981.6380293,-0.7424808,-0.1195532
Lamin B1,AICS-13_16_6,853.4687368,2244.024503,469.4502576,1196.962596,-0.8188279,-0.2460197
Lamin B1,AICS-13_16_7,630.5526207,1381.950673,392.7726379,878.0776307,-0.6692694,-0.1422981
Lamin B1,AICS-13_16_8,705.3795135,1751.493487,421.8708303,1167.050735,-0.6918355,-0.1634827
Lamin B1,AICS-13_17_1,752.5544682,1863.087594,560.4115416,1098.600084,-0.6172501,-0.2131622
Lamin B1,AICS-13_17_3,767.247749,1722.957231,443.9063425,1151.831314,-0.7975148,-0.136952
Lamin B1,AICS-13_17_4,935.3021478,2448.574018,586.1952219,1400.131047,-0.5812472,-0.1214664
Lamin B1,AICS-13_17_5,709.086846,1730.916092,419.2118932,983.2781743,-0.6879761,-0.2673998
Lamin B1,AICS-13_17_6,721.4672955,1514.156188,428.5115071,982.0196171,-0.7243747,-0.2703143
Lamin B1,AICS-13_17_7,943.7711916,2292.491922,494.3899308,1349.432888,-0.8147497,-0.2375844
Lamin B1,AICS-13_17_9,623.8522126,1471.300786,387.4822674,1055.75098,-0.596483,-0.1680626
Lamin B1,AICS-13_18_3,725.5827746,1988.048505,506.5864623,1231.940599,-0.3624988,-0.2761805
Lamin B1,AICS-13_18_4,517.0538292,1248.520719,357.6763267,858.6261027,-0.3091034,-0.0578241
Lamin B1,AICS-13_18_5,525.7609586,1751.629536,366.1665756,1167.062282,-0.3069099,-0.4042167
Lamin B1,AICS-13_18_6,603.5809271,1335.217878,385.7143666,811.4976524,-0.354441,-0.3076243
Lamin B1,AICS-13_19_1,835.272197,2097.703915,477.1388048,1170.974737,-0.6590075,-0.2146018
Lamin B1,AICS-13_19_3,1145.361643,2685.843293,570.9788457,1433.321309,-0.8162255,-0.1916256
Lamin B1,AICS-13_19_5,844.9316686,1949.138521,467.2113294,1164.628938,-0.8088793,-0.1784855
Lamin B1,AICS-13_19_6,1040.433932,2212.93733,530.0526924,1322.924348,-0.8456412,-0.1420385
Lamin B1,AICS-13_19_7,574.6025123,1418.44579,345.3201266,798.2834835,-0.3496241,-0.1393318
Lamin B1,AICS-13_19_8,737.6571141,1739.691245,435.4610233,1177.91995,-0.6767033,-0.09561504
Lamin B1,AICS-13_20_1,477.4636005,1376.202607,321.3391992,906.5307456,-0.3016744,-0.2732105
Lamin B1,AICS-13_20_2,848.4689399,1955.056648,452.9236759,1118.633704,-0.6822825,-0.132008
Lamin B1,AICS-13_20_5,976.6269999,2173.585187,553.1120355,1244.573411,-0.7966239,-0.1350901
Lamin B1,AICS-13_20_6,931.6288276,2348.169933,553.8774155,1255.019573,-0.5345476,-0.1074364
Lamin B1,AICS-13_20_7,476.1371238,1279.063696,344.553067,847.7419811,-0.376763,-0.2025604
Lamin B1,AICS-13_21_1,765.6491745,1952.94789,448.1158801,1254.494693,-0.6096969,-0.2790378
Lamin B1,AICS-13_21_2,1019.822524,2743.902159,548.2920624,1418.88081,-0.7967083,-0.08671556
Lamin B1,AICS-13_21_3,599.9076069,1477.048852,388.7374654,1002.077381,-0.7045458,-0.2426923
Lamin B1,AICS-13_21_4,324.4085925,1449.669011,247.0626956,891.228919,-0.2672303,-0.1673931
Lamin B1,AICS-13_21_5,668.3061894,1611.499173,392.8763542,1124.592142,-0.797205,-0.09411236
Lamin B1,AICS-13_21_6,559.6031215,1673.299384,368.557719,1295.628489,-0.7564334,-0.1389362
Lamin B1,AICS-13_21_7,652.2524196,1615.546628,376.2576036,901.844302,-0.5744864,-0.1764397
Lamin B1,AICS-13_22_1,914.2485811,2541.835536,542.9742932,1590.42944,-0.7375193,-0.2055509
Lamin B1,AICS-13_22_3,628.1377528,1712.005295,527.6504216,1132.707836,-0.4742376,-0.04684534
Lamin B1,AICS-13_22_4,619.9748191,1847.57802,472.1583234,1117.786548,-0.6326388,-0.04124137
Lamin B1,AICS-13_22_5,552.8346889,1614.186139,364.6292021,1011.716173,-0.5010257,-0.05798272
Lamin B1,AICS-13_22_6,758.2685219,1934.207154,483.8462463,1495.481797,-0.6250324,-0.3345652
Lamin B1,AICS-13_23_1,524.5025063,1390.521754,326.0006585,877.8564462,-0.5076514,-0.2206098
Lamin B1,AICS-13_23_3,728.677887,1807.307547,444.1632188,1095.297539,-0.6756753,-0.0710437
Lamin B1,AICS-13_23_5,952.342272,2396.807413,497.188066,1304.651176,-0.6711687,-0.1844534
Lamin B1,AICS-13_23_6,584.9422284,1415.38469,357.9806521,828.2048977,-0.6369486,-0.2287421
Lamin B1,AICS-13_23_7,602.050377,1649.558852,365.8870246,1056.556146,-0.614656,-0.1145098
Lamin B1,AICS-13_23_9,738.0312486,1699.216699,452.822689,1006.212596,-0.5461072,-0.1636094
Lamin B1,AICS-13_24_1,1300.593434,3629.104301,623.9939302,1629.899366,-0.8131241,0.1199592
Lamin B1,AICS-13_24_2,897.1064202,1980.599828,497.8333535,1208.418627,-0.7476081,-0.161396
Lamin B1,AICS-13_24_3,939.1795413,2298.205976,505.6669776,1306.106143,-0.723769,-0.1883111
Lamin B1,AICS-13_24_4,323.4902625,1193.352891,240.4924577,781.5474747,-0.1742305,-0.2329714
Lamin B1,AICS-13_25_1,627.0493617,1175.530486,384.2903671,787.9997196,-0.6489863,-0.1231328
Lamin B1,AICS-13_25_2,897.684628,1928.357052,508.9162997,1236.602583,-0.7801526,-0.2329145
Lamin B1,AICS-13_25_3,634.6340876,1440.043552,404.2767478,1022.804788,-0.6196656,-0.2770701
Lamin B1,AICS-13_25_5,1058.766521,2432.792346,558.6378672,1377.85514,-0.6397817,-0.1531323
Lamin B1,AICS-13_25_6,679.2581255,1386.712385,421.7364611,959.6483916,-0.626312,-0.02739733
Lamin B1,AICS-13_25_7,587.0509862,1201.243727,410.7574411,773.7011486,-0.7479307,-0.07348403
Lamin B1,AICS-13_26_1,600.4858147,1434.159437,363.5964482,846.9705125,-0.6376718,-0.2385099
Lamin B1,AICS-13_26_2,930.8125342,2328.680928,551.399772,1211.841894,-0.8074821,-0.1294701
Lamin B1,AICS-13_26_3,419.8128808,999.4492022,296.1629101,692.6343774,-0.5688306,-0.3592328
Lamin B1,AICS-13_26_5,956.1516411,2351.911277,497.9762258,1278.555192,-0.7910597,-0.1732498
Lamin B1,AICS-13_26_6,840.135945,1982.436488,464.6531693,1142.244906,-0.7122032,-0.2544025
Lamin B1,AICS-13_26_7,953.260602,2412.725134,489.5287021,1391.505169,-0.7848435,-0.1943924
Lamin B1,AICS-13_26_8,850.4076367,2242.595989,473.5449514,1364.474899,-0.6624965,-0.1413249
Lamin B1,AICS-13_26_9,571.2353021,1459.226446,353.2371016,921.9435319,-0.7086646,-0.2823898
Lamin B1,AICS-13_26_10,576.847319,1681.394293,435.4567193,1065.185173,-0.6148278,-0.2626366
Lamin B1,AICS-13_26_11,551.0660532,1306.273475,362.4767742,809.4014916,-0.718237,-0.3123561
Lamin B1,AICS-13_27_1,536.7128947,1308.348221,337.7435888,817.6830483,-0.528332,-0.0199583
Lamin B1,AICS-13_27_2,788.8795235,1939.138927,450.8640468,1171.843939,-0.7497419,-0.1947486
Lamin B1,AICS-13_27_3,834.5579403,1988.694737,459.2545685,1173.518306,-0.5785098,-0.2669922
Lamin B1,AICS-13_27_4,793.4711737,2032.094335,445.2047906,1210.319742,-0.6629463,-0.2214981
Lamin B1,AICS-13_27_5,678.3738077,1645.681458,403.4570952,1020.084545,-0.5788335,-0.3471704
Lamin B1,AICS-13_27_7,722.5556867,1801.933615,434.1743325,1189.609027,-0.7359486,-0.2462343
Lamin B1,AICS-13_27_9,810.5112979,1710.406721,465.5625764,1104.196355,-0.5747397,-0.349746
Lamin B1,AICS-13_28_1,601.0640225,1351.407696,366.2960111,950.3452086,-0.7196501,-0.1496456
Lamin B1,AICS-13_28_2,742.2147521,1730.882079,445.0424977,1341.822128,-0.7088917,-0.2899227
Lamin B1,AICS-13_28_3,933.2614143,2001.075187,546.5129292,1189.919756,-0.734619,-0.2125856
Lamin B1,AICS-13_28_4,661.9459035,1555.719126,440.1506161,964.8381951,-0.6207691,-0.1443365
Lamin B1,AICS-13_28_5,949.9614163,2165.320217,512.239315,1191.363176,-0.594915,-0.160938
Lamin B1,AICS-13_28_6,374.2365007,1516.366983,267.557685,897.7512878,-0.2081455,-0.3207029
Lamin B1,AICS-13_28_7,640.8583246,1475.110155,398.7149093,1061.577148,-0.8285929,-0.1911386
Lamin B1,AICS-13_28_8,688.0672915,1689.897349,413.4170081,1005.345284,-0.6393506,-0.2186932
Lamin B1,AICS-13_28_9,731.4328771,1625.002026,421.4489318,965.3314774,-0.5960573,-0.07257044
Lamin B1,AICS-13_29_3,925.0984806,2281.539986,480.0889453,1131.197232,-0.6474164,-0.201807
Lamin B1,AICS-13_29_4,679.7002844,1404.160656,420.4601628,926.1658765,-0.6826341,-0.3714083
Lamin B1,AICS-13_29_5,907.0379896,1983.422843,481.8008939,1095.537934,-0.7205778,-0.1672798
Lamin B1,AICS-13_29_6,694.1214674,1630.580031,395.939029,980.8380072,-0.6029705,-0.1513673
Lamin B1,AICS-13_29_7,1069.548396,2495.238789,548.9619143,1369.7174,-0.7728576,-0.08227021
Lamin B1,AICS-13_29_8,891.0522444,2221.712484,470.5952308,1123.524536,-0.7158813,-0.1292229
Lamin B1,AICS-13_29_9,640.1100557,1642.484309,382.4315571,992.6236627,-0.6147648,-0.1633404
Lamin B1,AICS-13_30_1,585.044265,2041.005538,495.0417267,1307.745868,-0.5642569,-0.207396
Lamin B1,AICS-13_30_3,805.1033543,2214.535905,542.021531,1443.411602,-0.8211874,-0.08975393
Lamin B1,AICS-13_30_7,378.1138942,3163.374918,442.6514594,1167.358314,0.9202389,-0.9220768
Lamin B1,AICS-13_30_8,344.1356824,1525.312198,258.3046804,846.7667541,-0.1626552,-0.2066223
Lamin B1,AICS-13_31_2,849.0131355,2108.621839,461.3766584,1308.87436,-0.6366435,-0.2175932
Lamin B1,AICS-13_31_3,527.9717532,1461.437241,368.7707153,980.9465524,-0.6644195,-0.2149503
